0 0 1 
0.924659 0 0.994965 
1.84932 0 0.979953 
2.77398 0 0.955258 
3.69863 0 0.921384 
5.37622 0 0.838891 
7.05381 0 0.734008 
8.7314 0 0.613483 
10.409 0 0.485393 
12.0744 0 0.359178 
13.7399 0 0.242195 
15.4053 0 0.142167 
17.0708 0 0.0654423 
18.6443 0 0.0186962 
20.2179 0 -2.61922e-06 
21.7915 0 0.0106386 
23.365 0 0.0497917 
24.9927 0 0.117585 
26.6203 0 0.209176 
28.2479 0 0.319038 
29.8756 0 0.440218 
31.538 0 0.567749 
33.2004 0 0.690829 
34.8629 0 0.801406 
36.5253 0 0.892436 
38.122 0 0.956131 
39.7187 0 0.992455 
41.3154 0 0.999018 
42.9121 0 0.975653 
44.5058 0 0.924155 
46.0995 0 0.847338 
47.6932 0 0.749615 
49.2869 0 0.636944 
50.9504 0 0.510781 
52.6139 0 0.383966 
54.2774 0 0.264758 
55.9409 0 0.160811 
57.5732 0 0.0800308 
59.2054 0 0.0255914 
60.8377 0 0.00112756 
62.47 0 0.00792088 
64.0394 0 0.0432726 
65.6089 0 0.105073 
67.1783 0 0.189917 
68.7477 0 0.292758 
70.4178 0 0.415134 
72.0878 0 0.543026 
73.7579 0 0.668086 
75.4279 0 0.782171 
77.1083 0 0.878467 
78.7887 0 0.949602 
80.469 0 0.990617 
82.1494 0 0.999065 
83.7049 0 0.977618 
85.2604 0 0.928996 
86.8159 0 0.855787 
88.3714 0 0.762302 
90.0519 0 0.644831 
91.7323 0 0.517791 
93.4128 0 0.389541 
95.0933 0 0.268572 
96.8207 0 0.160123 
98.5482 0 0.0755562 
100.276 0 0.0210491 
102.003 0 0.000128157 
103.553 0 0.0109215 
105.103 0 0.0493518 
106.653 0 0.113427 
108.203 0 0.199374 
109.895 0 0.312239 
111.587 0 0.437694 
113.279 0 0.567403 
114.971 0 0.692632 
116.678 0 0.805944 
118.384 0 0.898259 
120.091 0 0.963046 
121.798 0 0.996135 
123.348 0 0.997037 
124.898 0 0.969854 
126.448 0 0.915937 
127.998 0 0.838495 
129.706 0 0.731355 
131.414 0 0.608387 
133.123 0 0.47788 
