0 0 1.5708 
1.30766 0 1.56288 
2.61533 0 1.53919 
3.92299 0 1.49998 
5.23066 0 1.44563 
8.35588 0 1.25818 
11.4811 0 0.998535 
14.6063 0 0.681145 
17.7315 0 0.324525 
20.8346 0 -0.0479261 
23.9376 0 -0.417537 
27.0407 0 -0.763293 
30.1437 0 -1.06592 
33.3643 0 -1.31665 
36.5849 0 -1.48699 
39.8054 0 -1.56592 
43.026 0 -1.54935 
46.1667 0 -1.443 
49.3074 0 -1.25298 
52.4481 0 -0.989766 
55.5889 0 -0.669041 
58.7071 0 -0.312485 
61.8254 0 0.061817 
64.9436 0 0.432518 
68.0619 0 0.778596 
71.3628 0 1.09665 
74.6638 0 1.34434 
77.9647 0 1.50517 
81.2656 0 1.56963 
84.3705 0 1.53933 
87.4754 0 1.42178 
90.5803 0 1.22306 
93.6852 0 0.954928 
96.8454 0 0.626975 
100.006 0 0.262322 
103.166 0 -0.117824 
106.326 0 -0.491174 
109.521 0 -0.83953 
112.715 0 -1.13738 
115.91 0 -1.36643 
119.105 0 -1.51353 
122.209 0 -1.57027 
125.313 0 -1.53803 
128.417 0 -1.41802 
131.521 0 -1.21761 
134.77 0 -0.93473 
138.02 0 -0.593931 
141.27 0 -0.215948 
144.519 0 0.175587 
147.646 0 0.542371 
150.773 0 0.877844 
153.9 0 1.16244 
157.027 0 1.38027 
160.154 0 1.51944 
163.28 0 1.57121 
166.407 0 1.53201 
169.533 0 1.4047 
172.801 0 1.18631 
176.068 0 0.893563 
179.336 0 0.544244 
182.603 0 0.160622 
185.706 0 -0.213196 
188.808 0 -0.57482 
191.911 0 -0.903629 
195.013 0 -1.18137 
198.194 0 -1.39722 
201.374 0 -1.5299 
204.554 0 -1.57089 
